concept,conceptuuid,conceptanswer,conceptansweruuid
Reason for referral,a8451bdd-0f65-4758-b6ab-6d9699f284b9,Doctors consultation,6aa41619-2316-4f1a-b908-c07c04008f4d
Disease Status,44f63b99-2a6a-47f3-a90c-639621c3339c,Controlled,6c5c489f-0d19-4207-aea2-08fd5c4dc7d9
Disease Status,44f63b99-2a6a-47f3-a90c-639621c3339c,Not controlled,f1f315f7-7a1f-4e6e-9eae-8ae950b5ba86
Plan recall within a month for this patient!,7d2d0800-66c8-45bd-b0a5-5169fe2efb31,Counselling point,38e42408-3f81-4e26-87dd-563a9718a6f8
Status of referral -1,4671094b-4fe9-42d4-a933-6cc7d0320209,Patient went to Jholachap,c796a08a-9b79-4e63-a999-ab3b41a67111
Status of referral -1,4671094b-4fe9-42d4-a933-6cc7d0320209,Seen by SHW (Home visit),3f763c22-1fb7-4421-811c-787f5b82d149
Status of referral -1,4671094b-4fe9-42d4-a933-6cc7d0320209,Patient went to private practitioner/Hospital,3d53ba30-634f-48ff-ad34-9f7122928866
Status of referral -1,4671094b-4fe9-42d4-a933-6cc7d0320209,Patient went to Govt. facility,2608f417-118f-4fab-a619-068c304601ee
Status of referral -1,4671094b-4fe9-42d4-a933-6cc7d0320209,Patient went to traditional healer,e3bb03ee-2d89-4d4d-9111-ce238057a83a
Status of referral -1,4671094b-4fe9-42d4-a933-6cc7d0320209,Other,798b7942-cf58-4d4e-a529-5972942e0a7e
Status of referral -1,4671094b-4fe9-42d4-a933-6cc7d0320209,Seen by VHW,a9896521-fa89-49d4-b892-a3a134e312a3
Status of referral -1,4671094b-4fe9-42d4-a933-6cc7d0320209,Patient did not go to facility,e94a781a-462d-4706-b12c-ca6d421b0f4c
Status of referral -1,4671094b-4fe9-42d4-a933-6cc7d0320209,Seen by SHW (Subcenter),0f21f146-9a78-4674-b861-67dd1816583f
Status of referral -1,4671094b-4fe9-42d4-a933-6cc7d0320209,Seen by Doctor at Ganiyari,3e941fcf-fca0-43e2-ab52-af159ad68ca8
Status of referral -2,9c049865-30c3-4a1f-958f-76e39714e1cd,Taking treatment at Jholachap,2fed2671-8103-457d-911e-06c0839f2551
Status of referral -2,9c049865-30c3-4a1f-958f-76e39714e1cd,Default,01de3d31-cdc7-48da-8d6d-6409e74a452a
Status of referral -2,9c049865-30c3-4a1f-958f-76e39714e1cd,Patient is on treatment,9e147cf6-577a-46a7-8f88-2ae6420519d4
Status of referral -2,9c049865-30c3-4a1f-958f-76e39714e1cd,Other,798b7942-cf58-4d4e-a529-5972942e0a7e
Status of referral -2,9c049865-30c3-4a1f-958f-76e39714e1cd,Taking treatment at treaditional healer,a83931d8-23d0-40b6-bd52-1c26a4273b01
Status of referral -2,9c049865-30c3-4a1f-958f-76e39714e1cd,Patient does not want to go any facility,f5edc6d4-2b76-4e3c-b8e8-cd18e4fa2781
"Is child having TB related symptoms like weight loss, loss of appetite, lymph-node growth etc",da51069e-ac16-44a8-a454-42fe5cc7c344,No,f88da2e8-6ab4-44b5-b762-233485cd25f9
"Is child having TB related symptoms like weight loss, loss of appetite, lymph-node growth etc",da51069e-ac16-44a8-a454-42fe5cc7c344,Yes,57e20de7-10de-4391-b7ce-87b2f40d19a2
Is child taking the medicine?,b58b48d8-490e-4fbd-8fde-22fdd7a40680,Yes,57e20de7-10de-4391-b7ce-87b2f40d19a2
Is child taking the medicine?,b58b48d8-490e-4fbd-8fde-22fdd7a40680,No,f88da2e8-6ab4-44b5-b762-233485cd25f9
Reasons for not taking the medicine,11535338-813e-4192-a74e-8465f6b4ba0f,Side effects of drug,8efb4e0c-2344-4947-a056-267b9f9499f8
Reasons for not taking the medicine,11535338-813e-4192-a74e-8465f6b4ba0f,Other,798b7942-cf58-4d4e-a529-5972942e0a7e
Reasons for not taking the medicine,11535338-813e-4192-a74e-8465f6b4ba0f,Parents are not ensuring/dont want to continue the medication,517c78f5-445d-4d09-be60-4b68ab21045d
Reasons for not taking the medicine,11535338-813e-4192-a74e-8465f6b4ba0f,Migration,899e33d1-a54b-4ce5-8efd-2efc255129b6
Father's Occupation,bf564151-63f9-4176-917f-f37de34b9bae,Business,1e24aee4-fb61-4d60-b61a-cdde17e4545f
Father's Occupation,bf564151-63f9-4176-917f-f37de34b9bae,Don't know,c483c8de-1e93-40e7-9e9a-dbe1c7e705a1
Father's Occupation,bf564151-63f9-4176-917f-f37de34b9bae,Labour,8ee4ddf3-34a4-4ec7-ac47-08498e8ef4a8
Father's Occupation,bf564151-63f9-4176-917f-f37de34b9bae,Other,798b7942-cf58-4d4e-a529-5972942e0a7e
Father's Occupation,bf564151-63f9-4176-917f-f37de34b9bae,Farming,d06f8595-d126-4b6b-8305-ef7633892d75
Father's Occupation,bf564151-63f9-4176-917f-f37de34b9bae,Job,27f77972-71d6-466c-94a3-214b4b4a23f6
Father's education Level,b1001c4d-0449-464a-947f-a04c4fdcc651,Graduate,a9643c63-b5aa-422a-80fc-cf97893dd4bc
Father's education Level,b1001c4d-0449-464a-947f-a04c4fdcc651,Literate,6d0924cf-3fa0-401d-a08c-9c0f85c3be6f
Father's education Level,b1001c4d-0449-464a-947f-a04c4fdcc651,Post Graduate,18915809-db25-474f-b245-5ceb3f26232f
Father's education Level,b1001c4d-0449-464a-947f-a04c4fdcc651,Uneducated,5ea8d117-730b-4047-a24a-03bbcfbc8a2f
Father's education Level,b1001c4d-0449-464a-947f-a04c4fdcc651,Secondary,279771f0-6d49-4fcc-bae9-9165c9775e96
Father's education Level,b1001c4d-0449-464a-947f-a04c4fdcc651,Primary,bb825f03-51d4-4622-b977-e2893e76da70
Mother's Occupation,ea760e4f-c12f-490b-9865-9c6e4510ce64,Don't know,c483c8de-1e93-40e7-9e9a-dbe1c7e705a1
Mother's Occupation,ea760e4f-c12f-490b-9865-9c6e4510ce64,Business,1e24aee4-fb61-4d60-b61a-cdde17e4545f
Mother's Occupation,ea760e4f-c12f-490b-9865-9c6e4510ce64,Farming,d06f8595-d126-4b6b-8305-ef7633892d75
Mother's Occupation,ea760e4f-c12f-490b-9865-9c6e4510ce64,Job,27f77972-71d6-466c-94a3-214b4b4a23f6
Mother's Occupation,ea760e4f-c12f-490b-9865-9c6e4510ce64,Labour,8ee4ddf3-34a4-4ec7-ac47-08498e8ef4a8
Mother's Occupation,ea760e4f-c12f-490b-9865-9c6e4510ce64,Other,798b7942-cf58-4d4e-a529-5972942e0a7e
Mother's Occupation,ea760e4f-c12f-490b-9865-9c6e4510ce64,Housework,d7d45e44-8ce9-42d4-a98e-78d11c58d899
Mother's education Level,d98aae1a-ce33-4e51-b031-66e13bc0ba11,Graduate,a9643c63-b5aa-422a-80fc-cf97893dd4bc
Mother's education Level,d98aae1a-ce33-4e51-b031-66e13bc0ba11,Secondary,279771f0-6d49-4fcc-bae9-9165c9775e96
Mother's education Level,d98aae1a-ce33-4e51-b031-66e13bc0ba11,Uneducated,5ea8d117-730b-4047-a24a-03bbcfbc8a2f
Mother's education Level,d98aae1a-ce33-4e51-b031-66e13bc0ba11,Post Graduate,18915809-db25-474f-b245-5ceb3f26232f
Mother's education Level,d98aae1a-ce33-4e51-b031-66e13bc0ba11,Primary,bb825f03-51d4-4622-b977-e2893e76da70
Mother's education Level,d98aae1a-ce33-4e51-b031-66e13bc0ba11,Literate,6d0924cf-3fa0-401d-a08c-9c0f85c3be6f
Religion,b2c60cb8-983c-4e0e-a90d-4b21e87e10bd,Other,798b7942-cf58-4d4e-a529-5972942e0a7e
Religion,b2c60cb8-983c-4e0e-a90d-4b21e87e10bd,Christian,a1a0ecc3-2a85-43c4-b75a-3544a1ada0bf
Religion,b2c60cb8-983c-4e0e-a90d-4b21e87e10bd,Muslim,fd46c9f7-783a-4cc0-b6b3-489aeb28f26c
Religion,b2c60cb8-983c-4e0e-a90d-4b21e87e10bd,Jain,e8bb7929-2357-49ff-8c98-28b338f2c6d8
Religion,b2c60cb8-983c-4e0e-a90d-4b21e87e10bd,Sikh,2f6e7ba7-15dc-4af3-b4d7-e971e6733525
Religion,b2c60cb8-983c-4e0e-a90d-4b21e87e10bd,Hindu,6dbd4a89-d040-4ed3-bf1d-23bafdb1553e
Caste Category,9ad4b520-4e33-4b1b-a056-37ae6418988f,ST,8d1c99b2-fbed-4407-9f6a-040b9a5731b2
Caste Category,9ad4b520-4e33-4b1b-a056-37ae6418988f,SC,0b78a94a-c652-4d59-ad16-c9138db05e29
Caste Category,9ad4b520-4e33-4b1b-a056-37ae6418988f,OBC,8aa7b5ea-5d35-4a08-af33-0345af903e2f
Caste Category,9ad4b520-4e33-4b1b-a056-37ae6418988f,General,9b3a3dca-b93a-4b67-975f-5f6f1a815cea
Sub Caste,047877ac-dba7-4acf-8c77-97c979c2fc26,Other,798b7942-cf58-4d4e-a529-5972942e0a7e
Sub Caste,047877ac-dba7-4acf-8c77-97c979c2fc26,Porte,7473f572-0116-46fe-a5ad-fd56317598a2
Sub Caste,047877ac-dba7-4acf-8c77-97c979c2fc26,Gandharv,3aba04d1-0bea-4d80-88da-b220a9064170
Sub Caste,047877ac-dba7-4acf-8c77-97c979c2fc26,Oraon,0bebd451-d11f-404e-9207-6bd189eb83cf
Sub Caste,047877ac-dba7-4acf-8c77-97c979c2fc26,Manikpuri,c14b8aa4-2fba-4c45-a544-367940a3031f
Sub Caste,047877ac-dba7-4acf-8c77-97c979c2fc26,Satnami,38e6aaf2-d6cd-4a7b-9087-4bdc3df31ece
Sub Caste,047877ac-dba7-4acf-8c77-97c979c2fc26,Patel,0e03a56d-dfca-4365-b10b-d1bc8390ff87
Sub Caste,047877ac-dba7-4acf-8c77-97c979c2fc26,Jaiswal,e19af6c6-f875-4c30-af2f-5b9cd9043bbd
Sub Caste,047877ac-dba7-4acf-8c77-97c979c2fc26,Kanvar,e84a706e-e04d-4ea5-9f39-ab33a2c0ceba
Sub Caste,047877ac-dba7-4acf-8c77-97c979c2fc26,Khusaro,2cdc0f0e-bf32-4d85-b48a-c14379b2f8f1
Sub Caste,047877ac-dba7-4acf-8c77-97c979c2fc26,Maravi,1ddf20cd-1bdc-4711-9c57-f73aa71b4d3b
Sub Caste,047877ac-dba7-4acf-8c77-97c979c2fc26,Rajak,1062d52b-5b2c-4bd8-8165-ac4a3a9e11d4
Sub Caste,047877ac-dba7-4acf-8c77-97c979c2fc26,Prajapati,9a5240ee-7d93-4413-ae0a-60bd9cd78b31
Sub Caste,047877ac-dba7-4acf-8c77-97c979c2fc26,Vishwakarma,959045fe-3dce-40fc-b1e2-a162f2a777bd
Sub Caste,047877ac-dba7-4acf-8c77-97c979c2fc26,Baiga,2b90b234-8a63-4d4c-92d0-6389d8b1fb78
Sub Caste,047877ac-dba7-4acf-8c77-97c979c2fc26,Markam,8f5e9c30-8b1c-422d-86f2-dba92e8e6856
Sub Caste,047877ac-dba7-4acf-8c77-97c979c2fc26,Gond,7335b4a6-fd22-4061-ba4f-54c5f3d1bfbe
Sub Caste,047877ac-dba7-4acf-8c77-97c979c2fc26,Sidar,86ac2f19-2f17-425b-a593-cc91c968d5d2
Sub Caste,047877ac-dba7-4acf-8c77-97c979c2fc26,Panika,5718df2e-2311-42ad-88b6-c2d7be74df22
Sub Caste,047877ac-dba7-4acf-8c77-97c979c2fc26,Sakat,d3de0ad3-909d-4d2e-9de5-cf72445d4484
Sub Caste,047877ac-dba7-4acf-8c77-97c979c2fc26,Nayak,a27ce1dc-59de-4b83-a25c-4672013530f5
Sub Caste,047877ac-dba7-4acf-8c77-97c979c2fc26,Bhanu,63ea0e4b-f637-43aa-a4b9-7f5c164d12d8
Sub Caste,047877ac-dba7-4acf-8c77-97c979c2fc26,Kol,524076aa-e018-4a34-a1ad-d95a21896c37
Sub Caste,047877ac-dba7-4acf-8c77-97c979c2fc26,Marar,ac63f895-de9a-4551-9d4e-8f73688bcda4
Sub Caste,047877ac-dba7-4acf-8c77-97c979c2fc26,Sauta,3a9cd092-ed29-4bfa-959d-f3a1500ffd1b
Sub Caste,047877ac-dba7-4acf-8c77-97c979c2fc26,Urav,5d839be5-7013-450f-b986-a8b95669897c
Sub Caste,047877ac-dba7-4acf-8c77-97c979c2fc26,Devangan,a4355798-1072-491f-b60f-c19feeb39188
Sub Caste,047877ac-dba7-4acf-8c77-97c979c2fc26,DHanuhar,66c75ba6-fb03-43e2-b992-213d396dbcd5
Sub Caste,047877ac-dba7-4acf-8c77-97c979c2fc26,Bhaina,8684971e-9d09-4faa-8183-74a0505e7f5c
Sub Caste,047877ac-dba7-4acf-8c77-97c979c2fc26,Kaivart,bdbec003-f5dc-4274-b1cb-fbfc0c97308e
Sub Caste,047877ac-dba7-4acf-8c77-97c979c2fc26,Dhruv,e5ea06c5-146b-4944-85ed-a9cfa43c4b58
Sub Caste,047877ac-dba7-4acf-8c77-97c979c2fc26,Dhurve,5c4838cf-67e5-400a-8c4d-03cd1fcd6a92
Sub Caste,047877ac-dba7-4acf-8c77-97c979c2fc26,Yadav,65b5abfa-9229-48bf-8ed7-40e715840302
Relation to head of the household,eaee156e-8ef3-4148-a80c-a466cd059ae3,Grandfather,9840eeaf-befa-48cf-8c4e-441bdb982e02
Relation to head of the household,eaee156e-8ef3-4148-a80c-a466cd059ae3,Daughter,0f8b507f-709f-44af-855b-67b2f8b8a800
Relation to head of the household,eaee156e-8ef3-4148-a80c-a466cd059ae3,Husband,df321e20-e432-40c9-bdf1-a874efe0a7d6
Relation to head of the household,eaee156e-8ef3-4148-a80c-a466cd059ae3,Brother in law,96163c7e-00a7-4b7c-bc65-a6880115bded
Relation to head of the household,eaee156e-8ef3-4148-a80c-a466cd059ae3,Wife,dd3958f6-376a-447a-90cd-95ed2c8cdf18
Relation to head of the household,eaee156e-8ef3-4148-a80c-a466cd059ae3,Sister,8e131779-ed2b-4db9-a217-529aef1c1562
Relation to head of the household,eaee156e-8ef3-4148-a80c-a466cd059ae3,Sister in law,9bc82780-fa25-4350-8288-86c4be3b0ebf
Relation to head of the household,eaee156e-8ef3-4148-a80c-a466cd059ae3,Other,798b7942-cf58-4d4e-a529-5972942e0a7e
Relation to head of the household,eaee156e-8ef3-4148-a80c-a466cd059ae3,Self,03c3c21c-6e8c-4210-a15e-fbb181c266b9
Relation to head of the household,eaee156e-8ef3-4148-a80c-a466cd059ae3,Son,cb3de879-6c0a-497b-81ad-d825a5740daa
Relation to head of the household,eaee156e-8ef3-4148-a80c-a466cd059ae3,Grandmother,a03e8eab-7173-4876-86e6-22be1e261f86
Relation to head of the household,eaee156e-8ef3-4148-a80c-a466cd059ae3,Brother,53df677a-7d97-48d7-a644-38e4132c7076
Marital status,9e995ea6-a5f7-410f-adc2-2d2ce6d5e19b,Widow(er),9329d91a-385b-4633-a788-c10ccb7d1143
Marital status,9e995ea6-a5f7-410f-adc2-2d2ce6d5e19b,Other,798b7942-cf58-4d4e-a529-5972942e0a7e
Marital status,9e995ea6-a5f7-410f-adc2-2d2ce6d5e19b,Separated,568a29bd-40fc-4261-bb85-9f9366b9be1b
Marital status,9e995ea6-a5f7-410f-adc2-2d2ce6d5e19b,Unmarried,4a4cc0eb-25c0-47b8-b9dd-de2dbefc1425
Marital status,9e995ea6-a5f7-410f-adc2-2d2ce6d5e19b,Remarried,c219f819-db31-4a13-a895-fe67155e284b
Marital status,9e995ea6-a5f7-410f-adc2-2d2ce6d5e19b,Currently married,ba48e389-23df-43e4-89a6-85f392d4312e
Marital status,9e995ea6-a5f7-410f-adc2-2d2ce6d5e19b,Divorced,1bc8befa-49b7-4a70-8203-8ec5d0660783
Education,673d65bd-6dc4-4aac-8e1e-1ee355ac081b,6-7,0b2b6bb5-7eb8-4b14-bc68-662fade3aca4
Education,673d65bd-6dc4-4aac-8e1e-1ee355ac081b,Post Graduation and above,4c9f0571-a3ce-4026-854e-a28b388b0c0f
Education,673d65bd-6dc4-4aac-8e1e-1ee355ac081b,Graduation,ff7c5cd7-fe19-4a64-b8cb-700b4ad7a58f
Education,673d65bd-6dc4-4aac-8e1e-1ee355ac081b,NA,7efbfba4-66d1-4510-9024-aaaedf439392
Education,673d65bd-6dc4-4aac-8e1e-1ee355ac081b,11-12,d3ff5645-4c84-47f4-9f35-6d0242cd727c
Education,673d65bd-6dc4-4aac-8e1e-1ee355ac081b,8-10,6b941c49-349f-40f6-a4ae-bdd00f45fbba
Education,673d65bd-6dc4-4aac-8e1e-1ee355ac081b,Illiterate,45b68efb-635d-48ae-9fdf-64f0ea3f46db
Education,673d65bd-6dc4-4aac-8e1e-1ee355ac081b,Literate without schooling,9fa90cc8-0dc0-43ee-820f-39f8fe3ca1ec
Education,673d65bd-6dc4-4aac-8e1e-1ee355ac081b,1-5,9ac76826-0daa-4b90-9a9c-e269ac168005
Occupation,20ef261a-f110-4eaa-a592-2a1eeb0bf061,Government Job,fd6a3706-f1f3-4f86-96a3-80b6866612a2
Occupation,20ef261a-f110-4eaa-a592-2a1eeb0bf061,Housework,d7d45e44-8ce9-42d4-a98e-78d11c58d899
Occupation,20ef261a-f110-4eaa-a592-2a1eeb0bf061,Daily wage labourer,1100010c-b1fe-4d14-a2ec-c46a8af3cbb1
Occupation,20ef261a-f110-4eaa-a592-2a1eeb0bf061,Skilled manual,84000e44-81ea-425f-8c88-9e4b111a5570
Occupation,20ef261a-f110-4eaa-a592-2a1eeb0bf061,Private Job,0bef903a-20e5-4efa-940a-37d419f68f7c
Occupation,20ef261a-f110-4eaa-a592-2a1eeb0bf061,NA,7efbfba4-66d1-4510-9024-aaaedf439392
Occupation,20ef261a-f110-4eaa-a592-2a1eeb0bf061,Professional/Technical,2a5dc992-7a1e-4fb2-9a9d-3093f7c9fca3
Occupation,20ef261a-f110-4eaa-a592-2a1eeb0bf061,Shopkeeper,4a13e345-7d13-4649-a370-1722a596d0fe
Occupation,20ef261a-f110-4eaa-a592-2a1eeb0bf061,Unemployed,fc63152f-457d-4392-aa80-87e6fd19f20a
Occupation,20ef261a-f110-4eaa-a592-2a1eeb0bf061,Farmer,f021800c-b3f5-4c70-b90a-dcbb83227b55
Occupation,20ef261a-f110-4eaa-a592-2a1eeb0bf061,Other,798b7942-cf58-4d4e-a529-5972942e0a7e
Is sterlization operation done?,852f4e54-4969-4724-94e0-cddef0ac1f66,No,f88da2e8-6ab4-44b5-b762-233485cd25f9
Is sterlization operation done?,852f4e54-4969-4724-94e0-cddef0ac1f66,Yes,57e20de7-10de-4391-b7ce-87b2f40d19a2
Whether any disability,bab107f6-fc0e-4be7-ab71-658a92d72f35,No,f88da2e8-6ab4-44b5-b762-233485cd25f9
Whether any disability,bab107f6-fc0e-4be7-ab71-658a92d72f35,Yes,57e20de7-10de-4391-b7ce-87b2f40d19a2
Type of disability,7061c675-c2ba-4016-886d-eeb432548378,Vision impairement,18da1ae2-ec99-40dc-af1f-f6f86e5fc399
Type of disability,7061c675-c2ba-4016-886d-eeb432548378,Post operative,9bcbb18e-b680-45bf-a6b5-d9d47e7cca1b
Type of disability,7061c675-c2ba-4016-886d-eeb432548378,Post fracture,17b4f868-4a61-4316-9338-4c458b0e45b5
Type of disability,7061c675-c2ba-4016-886d-eeb432548378,Post burn,5b5fbb3d-1fe7-4711-bfce-77bbc465b832
Type of disability,7061c675-c2ba-4016-886d-eeb432548378,Mental illness,2c8705d4-b7f5-4d08-a515-cd8dbd4207d8
Type of disability,7061c675-c2ba-4016-886d-eeb432548378,Cerebral Palsy,33abbad1-4e96-4e80-951d-832607accfc5
Type of disability,7061c675-c2ba-4016-886d-eeb432548378,Speech impairement,301ec1f5-9d8e-4fbf-8f2b-f3c883457622
Type of disability,7061c675-c2ba-4016-886d-eeb432548378,Locomotor,03e03f5d-4975-4d64-82fe-4c825cf1852c
Type of disability,7061c675-c2ba-4016-886d-eeb432548378,Paralysis,c48b441b-5b7e-4c8c-9c6d-b91c3a7941fe
Type of disability,7061c675-c2ba-4016-886d-eeb432548378,Mental retardation,7fb6744e-24c7-461f-9091-6c66156ebea0
Type of disability,7061c675-c2ba-4016-886d-eeb432548378,Hearing impairement,d15dcefe-df9a-4bdc-9775-118bc57990ed
Type of disability,7061c675-c2ba-4016-886d-eeb432548378,Arthritis,6609670d-cd0e-414d-afde-af1d491d8b97
Type of disability,7061c675-c2ba-4016-886d-eeb432548378,Back pain,33f8f979-d573-4aed-808f-e241dc53179f
Religion,b2c60cb8-983c-4e0e-a90d-4b21e87e10bd,Christian,a1a0ecc3-2a85-43c4-b75a-3544a1ada0bf
Religion,b2c60cb8-983c-4e0e-a90d-4b21e87e10bd,Muslim,fd46c9f7-783a-4cc0-b6b3-489aeb28f26c
Religion,b2c60cb8-983c-4e0e-a90d-4b21e87e10bd,Hindu,6dbd4a89-d040-4ed3-bf1d-23bafdb1553e
Religion,b2c60cb8-983c-4e0e-a90d-4b21e87e10bd,Other,798b7942-cf58-4d4e-a529-5972942e0a7e
Religion,b2c60cb8-983c-4e0e-a90d-4b21e87e10bd,Jain,e8bb7929-2357-49ff-8c98-28b338f2c6d8
Religion,b2c60cb8-983c-4e0e-a90d-4b21e87e10bd,Sikh,2f6e7ba7-15dc-4af3-b4d7-e971e6733525
Status of the individual,d333f2a2-717e-478f-acbc-173bc7374d66,In migrant,285a38f0-52a1-4021-90cc-3ba8cbe88371
Status of the individual,d333f2a2-717e-478f-acbc-173bc7374d66,Resident,cc8a0f5e-be37-4e6a-8f49-41c9f7d2f839
Status of the individual,d333f2a2-717e-478f-acbc-173bc7374d66,Female marriage,4d5e83b5-ddc3-4668-930f-96da0cce7763
Status of the individual,d333f2a2-717e-478f-acbc-173bc7374d66,Out migrant,e57e1f8d-0a6c-4470-b692-3dc82cce0dfc
Status of the individual,d333f2a2-717e-478f-acbc-173bc7374d66,Birth,a8a31361-df8c-4b6e-8075-639f436d0b3f
Status of the individual,d333f2a2-717e-478f-acbc-173bc7374d66,Death,c125eec0-2bc4-4add-b1d0-7531e5ffa9c8
Smart card (Insurance),2a445ac8-56e7-4eda-8756-0a9c4fa9a77b,No,f88da2e8-6ab4-44b5-b762-233485cd25f9
Smart card (Insurance),2a445ac8-56e7-4eda-8756-0a9c4fa9a77b,Yes,57e20de7-10de-4391-b7ce-87b2f40d19a2
Electricity in house,e23ef639-5d54-46bc-811c-ee1886bce81f,Yes,57e20de7-10de-4391-b7ce-87b2f40d19a2
Electricity in house,e23ef639-5d54-46bc-811c-ee1886bce81f,No,f88da2e8-6ab4-44b5-b762-233485cd25f9
Land possession,b984ad33-05d8-4621-adf3-152e72a0db1b,No,f88da2e8-6ab4-44b5-b762-233485cd25f9
Land possession,b984ad33-05d8-4621-adf3-152e72a0db1b,Yes,57e20de7-10de-4391-b7ce-87b2f40d19a2
Type of residence,c5d2673b-0f5c-48bf-93e4-f1a1ae820732,Aadha kacha pakka,7f731647-b8f8-4d5b-be2d-8d3ebd9cba05
Type of residence,c5d2673b-0f5c-48bf-93e4-f1a1ae820732,Kaccha,65b3e4db-3c4e-4a56-9a2f-c07e9888e710
Type of residence,c5d2673b-0f5c-48bf-93e4-f1a1ae820732,Pakka,bc43ce86-7cd4-474c-bced-8a5af0a4cb87
Ration Card,86fc3018-8eeb-4a58-a9d9-a40fff839305,Antyodaya,78b4a024-82af-42fe-bf58-6da696073af9
Ration Card,86fc3018-8eeb-4a58-a9d9-a40fff839305,BPL,906f6286-515b-4ff5-8065-0fcedef003b9
Ration Card,86fc3018-8eeb-4a58-a9d9-a40fff839305,APL,3eac5822-f5fe-421d-8cdd-e89bef20baca
Ration Card,86fc3018-8eeb-4a58-a9d9-a40fff839305,No,f88da2e8-6ab4-44b5-b762-233485cd25f9
Property,aa88dba4-4f5d-4d35-9dc1-2390969cc5f3,Generator,94099e11-6e9e-4c9e-9a68-83dee9d6042a
Property,aa88dba4-4f5d-4d35-9dc1-2390969cc5f3,Other,798b7942-cf58-4d4e-a529-5972942e0a7e
Property,aa88dba4-4f5d-4d35-9dc1-2390969cc5f3,Fridge,3b4d35f0-ef97-4954-8ee2-69d5db4894e6
Property,aa88dba4-4f5d-4d35-9dc1-2390969cc5f3,Cycle,12ee51fa-d8a5-4c8d-b88a-3a9c2f0dfaf1
Property,aa88dba4-4f5d-4d35-9dc1-2390969cc5f3,4 Wheeler,ad8156fd-c3ac-461c-8611-a5cf4cfbcc7e
Property,aa88dba4-4f5d-4d35-9dc1-2390969cc5f3,None,8b77f487-c885-4b54-8925-153733913b10
Property,aa88dba4-4f5d-4d35-9dc1-2390969cc5f3,Tractor,345821de-b302-4df3-9754-c555dfa530a3
Property,aa88dba4-4f5d-4d35-9dc1-2390969cc5f3,2 Wheeler,03c61006-8dc8-449e-9486-ecfba3e84f99
LJ,40bf14fd-fa1c-42cf-b552-4968ebd5785e,RIF resistant,b2584708-fbe9-4b39-ab60-f2bf8f23bc48
LJ,40bf14fd-fa1c-42cf-b552-4968ebd5785e,RIF sensitive,b5f17c02-86ff-44fe-a3ef-274831a57005
tb lab test result LJ,d843f06d-ddea-4f5b-8d85-3ea117212677,Growth positive,bc959c58-6a89-4cce-8130-6fc1e15ac384
tb lab test result LJ,d843f06d-ddea-4f5b-8d85-3ea117212677,No growth,2166790e-5d9c-4930-a7d0-7f3ec5fd5f05
Positive growth LJ,1f9246a4-08c6-4a5f-a631-1af13d4e5a9f,Streptomycine resistance,76093f32-ded6-4872-b3f8-ed0b765942ea
Positive growth LJ,1f9246a4-08c6-4a5f-a631-1af13d4e5a9f,Ethambutol resitance,432aa58a-b80f-4d56-972e-cb40db5d0654
Positive growth LJ,1f9246a4-08c6-4a5f-a631-1af13d4e5a9f,RIF sensitive,b5f17c02-86ff-44fe-a3ef-274831a57005
Positive growth LJ,1f9246a4-08c6-4a5f-a631-1af13d4e5a9f,Pyrezinamide resistance,046f74b8-17b1-4949-8b6a-a6b46632eeee
Positive growth LJ,1f9246a4-08c6-4a5f-a631-1af13d4e5a9f,Pyrezinamide sensitive,eb805f5a-3aca-4870-ac62-bc7d6c5a01b2
Positive growth LJ,1f9246a4-08c6-4a5f-a631-1af13d4e5a9f,INH Sensitive,a432c869-c3f4-4e16-bb43-c485a6780c86
Positive growth LJ,1f9246a4-08c6-4a5f-a631-1af13d4e5a9f,RIF resistant,b2584708-fbe9-4b39-ab60-f2bf8f23bc48
Positive growth LJ,1f9246a4-08c6-4a5f-a631-1af13d4e5a9f,Ethambutol Sensitive,eaf10486-0875-4c42-8f03-95f5a9b3b935
Positive growth LJ,1f9246a4-08c6-4a5f-a631-1af13d4e5a9f,INH Resistance,582a0e00-3cd4-430e-b355-677cbf211cef
Positive growth LJ,1f9246a4-08c6-4a5f-a631-1af13d4e5a9f,Streptomycine sensitive,8788545c-41d5-4392-8e4f-fc658e463599
LPA,892e68cc-a726-4628-8e5d-fde5996ad62c,RIF resistant,b2584708-fbe9-4b39-ab60-f2bf8f23bc48
LPA,892e68cc-a726-4628-8e5d-fde5996ad62c,RIF sensitive,b5f17c02-86ff-44fe-a3ef-274831a57005
tb lab test result LPA,a3f3eea3-c299-4d4d-b7f0-af8b401e0fe6,Growth positive,bc959c58-6a89-4cce-8130-6fc1e15ac384
tb lab test result LPA,a3f3eea3-c299-4d4d-b7f0-af8b401e0fe6,No growth,2166790e-5d9c-4930-a7d0-7f3ec5fd5f05
Positive growth LPA,9ec5cbdc-7ea4-4dff-88af-b1adb109723a,RIF resistant,b2584708-fbe9-4b39-ab60-f2bf8f23bc48
Positive growth LPA,9ec5cbdc-7ea4-4dff-88af-b1adb109723a,INH Sensitive,a432c869-c3f4-4e16-bb43-c485a6780c86
Positive growth LPA,9ec5cbdc-7ea4-4dff-88af-b1adb109723a,RIF sensitive,b5f17c02-86ff-44fe-a3ef-274831a57005
Positive growth LPA,9ec5cbdc-7ea4-4dff-88af-b1adb109723a,INH Resistance,582a0e00-3cd4-430e-b355-677cbf211cef
