uuid,name,description,class,shortname,datatype,units,High Normal,Low Normal,synonym.1,answer.1,answer.2,answer.3,answer.4,reference-term-source,reference-term-code,reference-term-relationship
eb771b86-8c5b-461f-a9f4-4a4815ebeeb3,FBS,,Misc,FBS,Numeric,,,,,,,,,,,
04806ab3-426b-4909-b2c0-65b590f8250c,PP2BS,,Misc,PP2BS,Numeric,,,,,,,,,,,
0dc4fc3f-9f15-4c90-8986-af1b9c2e5171,Cholesterol,,Misc,Cholesterol,Numeric,,,,,,,,,,,
a2f24e5e-b1de-404b-a270-3a6ac41c0fef,Complete Diagnosis,,Misc,Complete Diagnosis,Text,,,,,,,,,,,
b7d1d14e-bd83-4b46-b087-c2bec4a27ab5,Medicine status,,Misc,Medicine status,Coded,,,,,,,,,,,
b7d1d14e-bd83-4b46-b087-c2bec4a27ab5,Medicine status,,Misc,Medicine status,Coded,,,,,,,,,,,
f2d65183-3db1-4e59-9e1c-7a82efc0f092,Medicines taken,,Misc,Medicines taken,Coded,,,,,,,,,,,
f2d65183-3db1-4e59-9e1c-7a82efc0f092,Medicines taken,,Misc,Medicines taken,Coded,,,,,,,,,,,
f2d65183-3db1-4e59-9e1c-7a82efc0f092,Medicines taken,,Misc,Medicines taken,Coded,,,,,,,,,,,
f2d65183-3db1-4e59-9e1c-7a82efc0f092,Medicines taken,,Misc,Medicines taken,Coded,,,,,,,,,,,
f2d65183-3db1-4e59-9e1c-7a82efc0f092,Medicines taken,,Misc,Medicines taken,Coded,,,,,,,,,,,
f2d65183-3db1-4e59-9e1c-7a82efc0f092,Medicines taken,,Misc,Medicines taken,Coded,,,,,,,,,,,
f2d65183-3db1-4e59-9e1c-7a82efc0f092,Medicines taken,,Misc,Medicines taken,Coded,,,,,,,,,,,
f2d65183-3db1-4e59-9e1c-7a82efc0f092,Medicines taken,,Misc,Medicines taken,Coded,,,,,,,,,,,
f2d65183-3db1-4e59-9e1c-7a82efc0f092,Medicines taken,,Misc,Medicines taken,Coded,,,,,,,,,,,
f2d65183-3db1-4e59-9e1c-7a82efc0f092,Medicines taken,,Misc,Medicines taken,Coded,,,,,,,,,,,
f2d65183-3db1-4e59-9e1c-7a82efc0f092,Medicines taken,,Misc,Medicines taken,Coded,,,,,,,,,,,
f2d65183-3db1-4e59-9e1c-7a82efc0f092,Medicines taken,,Misc,Medicines taken,Coded,,,,,,,,,,,
f2d65183-3db1-4e59-9e1c-7a82efc0f092,Medicines taken,,Misc,Medicines taken,Coded,,,,,,,,,,,
f2d65183-3db1-4e59-9e1c-7a82efc0f092,Medicines taken,,Misc,Medicines taken,Coded,,,,,,,,,,,
f2d65183-3db1-4e59-9e1c-7a82efc0f092,Medicines taken,,Misc,Medicines taken,Coded,,,,,,,,,,,
f2d65183-3db1-4e59-9e1c-7a82efc0f092,Medicines taken,,Misc,Medicines taken,Coded,,,,,,,,,,,
f2d65183-3db1-4e59-9e1c-7a82efc0f092,Medicines taken,,Misc,Medicines taken,Coded,,,,,,,,,,,
f2d65183-3db1-4e59-9e1c-7a82efc0f092,Medicines taken,,Misc,Medicines taken,Coded,,,,,,,,,,,
f2d65183-3db1-4e59-9e1c-7a82efc0f092,Medicines taken,,Misc,Medicines taken,Coded,,,,,,,,,,,
f2d65183-3db1-4e59-9e1c-7a82efc0f092,Medicines taken,,Misc,Medicines taken,Coded,,,,,,,,,,,
f2d65183-3db1-4e59-9e1c-7a82efc0f092,Medicines taken,,Misc,Medicines taken,Coded,,,,,,,,,,,
f2d65183-3db1-4e59-9e1c-7a82efc0f092,Medicines taken,,Misc,Medicines taken,Coded,,,,,,,,,,,
f2d65183-3db1-4e59-9e1c-7a82efc0f092,Medicines taken,,Misc,Medicines taken,Coded,,,,,,,,,,,
1fe0da8d-569f-4f94-a308-c1321c5a0c7b,Amlodipin Strength,,Misc,Amlodipin Strength,Coded,,,,,,,,,,,
1fe0da8d-569f-4f94-a308-c1321c5a0c7b,Amlodipin Strength,,Misc,Amlodipin Strength,Coded,,,,,,,,,,,
1fe0da8d-569f-4f94-a308-c1321c5a0c7b,Amlodipin Strength,,Misc,Amlodipin Strength,Coded,,,,,,,,,,,
1fe0da8d-569f-4f94-a308-c1321c5a0c7b,Amlodipin Strength,,Misc,Amlodipin Strength,Coded,,,,,,,,,,,
d9dfcc36-7caa-4a3a-a9be-d4d4e8487a9d,Amlodipin tablets is for how many times per day?,,Misc,Amlodipin tablets is for how many times per day?,Numeric,,,,,,,,,,,
92671321-abb8-48f8-922a-e18bc4573dde,Amlodipin tablet for how many days?,,Misc,Amlodipin tablet for how many days?,Numeric,,,,,,,,,,,
99653b2a-e994-4d63-afaa-10c277ee0235,Enalapril Strength,,Misc,Enalapril Strength,Coded,,,,,,,,,,,
99653b2a-e994-4d63-afaa-10c277ee0235,Enalapril Strength,,Misc,Enalapril Strength,Coded,,,,,,,,,,,
99653b2a-e994-4d63-afaa-10c277ee0235,Enalapril Strength,,Misc,Enalapril Strength,Coded,,,,,,,,,,,
99653b2a-e994-4d63-afaa-10c277ee0235,Enalapril Strength,,Misc,Enalapril Strength,Coded,,,,,,,,,,,
99653b2a-e994-4d63-afaa-10c277ee0235,Enalapril Strength,,Misc,Enalapril Strength,Coded,,,,,,,,,,,
99653b2a-e994-4d63-afaa-10c277ee0235,Enalapril Strength,,Misc,Enalapril Strength,Coded,,,,,,,,,,,
92613f0f-2455-4cc7-83de-a789b5496b37,Enalapril tablets is for how many times per day?,,Misc,Enalapril tablets is for how many times per day?,Numeric,,,,,,,,,,,
f54d53c1-bee2-4db5-8c42-a1e5c1d3a886,Enalapril tablet for how many days?,,Misc,Enalapril tablet for how many days?,Numeric,,,,,,,,,,,
449316d4-8391-4de9-9c96-18637b9572a6,Hydrochlorothiazide (HCT) Strength,,Misc,Hydrochlorothiazide (HCT) Strength,Coded,,,,,,,,,,,
449316d4-8391-4de9-9c96-18637b9572a6,Hydrochlorothiazide (HCT) Strength,,Misc,Hydrochlorothiazide (HCT) Strength,Coded,,,,,,,,,,,
449316d4-8391-4de9-9c96-18637b9572a6,Hydrochlorothiazide (HCT) Strength,,Misc,Hydrochlorothiazide (HCT) Strength,Coded,,,,,,,,,,,
449316d4-8391-4de9-9c96-18637b9572a6,Hydrochlorothiazide (HCT) Strength,,Misc,Hydrochlorothiazide (HCT) Strength,Coded,,,,,,,,,,,
449316d4-8391-4de9-9c96-18637b9572a6,Hydrochlorothiazide (HCT) Strength,,Misc,Hydrochlorothiazide (HCT) Strength,Coded,,,,,,,,,,,
0d235663-7a1e-40c5-8691-ac2af61a3112,Hydrochlorothiazide (HCT) tablet is for how many times per day?,,Misc,Hydrochlorothiazide (HCT) tablet is for how many times per day?,Numeric,,,,,,,,,,,
95c763e2-7be1-48d0-8f34-a8c470b4013a,Hydrochlorothiazide (HCT) tablet for how many days?,,Misc,Hydrochlorothiazide (HCT) tablet for how many days?,Numeric,,,,,,,,,,,
e3cab964-f906-4a94-8598-6dab62a19a95,Atenolol Strength,,Misc,Atenolol Strength,Coded,,,,,,,,,,,
e3cab964-f906-4a94-8598-6dab62a19a95,Atenolol Strength,,Misc,Atenolol Strength,Coded,,,,,,,,,,,
e3cab964-f906-4a94-8598-6dab62a19a95,Atenolol Strength,,Misc,Atenolol Strength,Coded,,,,,,,,,,,
e3cab964-f906-4a94-8598-6dab62a19a95,Atenolol Strength,,Misc,Atenolol Strength,Coded,,,,,,,,,,,
b2743caa-27af-4558-892b-ca4f9a300f7d,Atenolol tablet is for how many times per day?,,Misc,Atenolol tablet is for how many times per day?,Numeric,,,,,,,,,,,
98c18ba8-fb28-464d-9f4d-6a9de45d3d52,Atenolol tablet is for how many days?,,Misc,Atenolol tablet is for how many days?,Numeric,,,,,,,,,,,
0914d979-72a6-49ef-a37b-0bb7df2068c0,Methyldopa Strength,,Misc,Methyldopa Strength,Coded,,,,,,,,,,,
0914d979-72a6-49ef-a37b-0bb7df2068c0,Methyldopa Strength,,Misc,Methyldopa Strength,Coded,,,,,,,,,,,
0914d979-72a6-49ef-a37b-0bb7df2068c0,Methyldopa Strength,,Misc,Methyldopa Strength,Coded,,,,,,,,,,,
0914d979-72a6-49ef-a37b-0bb7df2068c0,Methyldopa Strength,,Misc,Methyldopa Strength,Coded,,,,,,,,,,,
fe231d34-1762-428d-bb4c-0b3399d2e3f8,Methyldopa tablet is for how many times per day?,,Misc,Methyldopa tablet is for how many times per day?,Numeric,,,,,,,,,,,
257c8daf-b647-452d-bf43-612ab1e31f6e,Methyldopa tablet for how many days?,,Misc,Methyldopa tablet for how many days?,Numeric,,,,,,,,,,,
55c272e7-5d2b-4cf2-ab96-d9c4de76a6b0,Nefedipin Strength,,Misc,Nefedipin Strength,Coded,,,,,,,,,,,
55c272e7-5d2b-4cf2-ab96-d9c4de76a6b0,Nefedipin Strength,,Misc,Nefedipin Strength,Coded,,,,,,,,,,,
06204082-7709-41af-9207-d38820262624,Nefedipin tablet is for how many times per day?,,Misc,Nefedipin tablet is for how many times per day?,Numeric,,,,,,,,,,,
a3d5391e-e199-4121-8d42-6ff14f50a299,Nefedipin SR Strength,,Misc,Nefedipin SR Strength,Coded,,,,,,,,,,,
a3d5391e-e199-4121-8d42-6ff14f50a299,Nefedipin SR Strength,,Misc,Nefedipin SR Strength,Coded,,,,,,,,,,,
e35f569b-6fbf-493d-8b89-032733b4b12e,Nefedipin SR tablet is how many times per day?,,Misc,Nefedipin SR tablet is how many times per day?,Numeric,,,,,,,,,,,
b0c90bb5-de77-4e63-b842-13202195b9ad,Nefedipin SR for how many days?,,Misc,Nefedipin SR for how many days?,Numeric,,,,,,,,,,,
e1fa78a9-5fea-4cda-858f-eda71d72e523,Aspirin Strength,,Misc,Aspirin Strength,Coded,,,,,,,,,,,
e1fa78a9-5fea-4cda-858f-eda71d72e523,Aspirin Strength,,Misc,Aspirin Strength,Coded,,,,,,,,,,,
e1fa78a9-5fea-4cda-858f-eda71d72e523,Aspirin Strength,,Misc,Aspirin Strength,Coded,,,,,,,,,,,
e1fa78a9-5fea-4cda-858f-eda71d72e523,Aspirin Strength,,Misc,Aspirin Strength,Coded,,,,,,,,,,,
e1fa78a9-5fea-4cda-858f-eda71d72e523,Aspirin Strength,,Misc,Aspirin Strength,Coded,,,,,,,,,,,
e1fa78a9-5fea-4cda-858f-eda71d72e523,Aspirin Strength,,Misc,Aspirin Strength,Coded,,,,,,,,,,,
e1fa78a9-5fea-4cda-858f-eda71d72e523,Aspirin Strength,,Misc,Aspirin Strength,Coded,,,,,,,,,,,
e1fa78a9-5fea-4cda-858f-eda71d72e523,Aspirin Strength,,Misc,Aspirin Strength,Coded,,,,,,,,,,,
38489a0c-288a-48e5-b11b-f37dacb2ab2a,Aspirin tablet is for how many times per day?,,Misc,Aspirin tablet is for how many times per day?,Numeric,,,,,,,,,,,
35c8047b-2a33-49ff-a784-2bbd8262c593,Aspirin tablet for how many days,,Misc,Aspirin tablet for how many days,Numeric,,,,,,,,,,,
a38c0c25-8525-49fe-b1aa-0550f3feaee6,Atorvastatin Strength,,Misc,Atorvastatin Strength,Coded,,,,,,,,,,,
a38c0c25-8525-49fe-b1aa-0550f3feaee6,Atorvastatin Strength,,Misc,Atorvastatin Strength,Coded,,,,,,,,,,,
a38c0c25-8525-49fe-b1aa-0550f3feaee6,Atorvastatin Strength,,Misc,Atorvastatin Strength,Coded,,,,,,,,,,,
a38c0c25-8525-49fe-b1aa-0550f3feaee6,Atorvastatin Strength,,Misc,Atorvastatin Strength,Coded,,,,,,,,,,,
a38c0c25-8525-49fe-b1aa-0550f3feaee6,Atorvastatin Strength,,Misc,Atorvastatin Strength,Coded,,,,,,,,,,,
a38c0c25-8525-49fe-b1aa-0550f3feaee6,Atorvastatin Strength,,Misc,Atorvastatin Strength,Coded,,,,,,,,,,,
a38c0c25-8525-49fe-b1aa-0550f3feaee6,Atorvastatin Strength,,Misc,Atorvastatin Strength,Coded,,,,,,,,,,,
a38c0c25-8525-49fe-b1aa-0550f3feaee6,Atorvastatin Strength,,Misc,Atorvastatin Strength,Coded,,,,,,,,,,,
bb565c11-6734-4fa8-b414-7f380a81505a,Atorvastatin tablet for how many times a day,,Misc,Atorvastatin tablet for how many times a day,Numeric,,,,,,,,,,,
7c8f1f32-c436-428b-bd9d-1f7ea47d010e,Atorvastatin tablet for how many days,,Misc,Atorvastatin tablet for how many days,Numeric,,,,,,,,,,,
973c7298-b68d-4459-8ada-c8f91a7c7bb8,Ramipril Strength,,Misc,Ramipril Strength,Coded,,,,,,,,,,,
973c7298-b68d-4459-8ada-c8f91a7c7bb8,Ramipril Strength,,Misc,Ramipril Strength,Coded,,,,,,,,,,,
973c7298-b68d-4459-8ada-c8f91a7c7bb8,Ramipril Strength,,Misc,Ramipril Strength,Coded,,,,,,,,,,,
f1a5256b-a914-4f82-9c34-e231024dd6cc,Ramipril tablet for how times per day,,Misc,Ramipril tablet for how times per day,Numeric,,,,,,,,,,,
614f6b4f-e2c6-4742-9ec7-e645c106e336,Ramipril tablet for how many days,,Misc,Ramipril tablet for how many days,Numeric,,,,,,,,,,,
89ce82a0-3c5b-4a1d-a47e-f83e1db12775,Metoprolol Strength,,Misc,Metoprolol Strength,Coded,,,,,,,,,,,
89ce82a0-3c5b-4a1d-a47e-f83e1db12775,Metoprolol Strength,,Misc,Metoprolol Strength,Coded,,,,,,,,,,,
89ce82a0-3c5b-4a1d-a47e-f83e1db12775,Metoprolol Strength,,Misc,Metoprolol Strength,Coded,,,,,,,,,,,
89ce82a0-3c5b-4a1d-a47e-f83e1db12775,Metoprolol Strength,,Misc,Metoprolol Strength,Coded,,,,,,,,,,,
89ce82a0-3c5b-4a1d-a47e-f83e1db12775,Metoprolol Strength,,Misc,Metoprolol Strength,Coded,,,,,,,,,,,
89ce82a0-3c5b-4a1d-a47e-f83e1db12775,Metoprolol Strength,,Misc,Metoprolol Strength,Coded,,,,,,,,,,,
89ce82a0-3c5b-4a1d-a47e-f83e1db12775,Metoprolol Strength,,Misc,Metoprolol Strength,Coded,,,,,,,,,,,
56e2a5ce-fad7-4c2d-8c5e-892448aad876,Metoprolol tablet for how times per day,,Misc,Metoprolol tablet for how times per day,Numeric,,,,,,,,,,,
e864bbe7-8c60-455e-b91f-85c3a9fe8a74,Metoprolol tablet for how many days,,Misc,Metoprolol tablet for how many days,Numeric,,,,,,,,,,,
fed50d20-3b24-421d-a902-6d8fde8da270,Metoprolol SR Strength,,Misc,Metoprolol SR Strength,Coded,,,,,,,,,,,
fed50d20-3b24-421d-a902-6d8fde8da270,Metoprolol SR Strength,,Misc,Metoprolol SR Strength,Coded,,,,,,,,,,,
e4625dca-6c33-424d-a321-16359987cb9a,Metoprolol SR tablet for how times per day,,Misc,Metoprolol SR tablet for how times per day,Numeric,,,,,,,,,,,
8e320576-5e2b-47dc-9fd4-081a5ba1a2a5,Metoprolol SR tablet for how many days,,Misc,Metoprolol SR tablet for how many days,Numeric,,,,,,,,,,,
af3ac496-6398-41fb-b61a-9074bdc752c6,Clonidine Strength,,Misc,Clonidine Strength,Coded,,,,,,,,,,,
af3ac496-6398-41fb-b61a-9074bdc752c6,Clonidine Strength,,Misc,Clonidine Strength,Coded,,,,,,,,,,,
af3ac496-6398-41fb-b61a-9074bdc752c6,Clonidine Strength,,Misc,Clonidine Strength,Coded,,,,,,,,,,,
e2498029-fab8-4a47-9d2e-044476fee99f,Clonidine tablet for how times per day,,Misc,Clonidine tablet for how times per day,Numeric,,,,,,,,,,,
7c782fc9-f4df-468b-8733-850c33bf96b5,Clonidine tablet for how many days,,Misc,Clonidine tablet for how many days,Numeric,,,,,,,,,,,
94513b3b-b4e2-4f9c-9354-6399b6fd657c,Prazosin Strength,,Misc,Prazosin Strength,Coded,,,,,,,,,,,
94513b3b-b4e2-4f9c-9354-6399b6fd657c,Prazosin Strength,,Misc,Prazosin Strength,Coded,,,,,,,,,,,
94513b3b-b4e2-4f9c-9354-6399b6fd657c,Prazosin Strength,,Misc,Prazosin Strength,Coded,,,,,,,,,,,
94513b3b-b4e2-4f9c-9354-6399b6fd657c,Prazosin Strength,,Misc,Prazosin Strength,Coded,,,,,,,,,,,
94513b3b-b4e2-4f9c-9354-6399b6fd657c,Prazosin Strength,,Misc,Prazosin Strength,Coded,,,,,,,,,,,
94513b3b-b4e2-4f9c-9354-6399b6fd657c,Prazosin Strength,,Misc,Prazosin Strength,Coded,,,,,,,,,,,
b2d9f5a1-3483-4853-8d2e-27b0b03446ab,Prazosin tablet for how times per day,,Misc,Prazosin tablet for how times per day,Numeric,,,,,,,,,,,
38da7b7f-01e0-46c5-b6f5-860a1fc7b781,Prazosin tablet for how many days,,Misc,Prazosin tablet for how many days,Numeric,,,,,,,,,,,
a5ed1d52-4b5a-4c79-974b-0adf2bf9ccb5,B-complex Strength,,Misc,B-complex Strength,Coded,,,,,,,,,,,
8d0a9149-a1a6-4deb-89b9-dcbdfa21fa04,B-complex tablet for how times per day,,Misc,B-complex tablet for how times per day,Numeric,,,,,,,,,,,
e4fcbd27-8b23-46ba-a59e-1aed275f690b,B-complex tablet for how many days,,Misc,B-complex tablet for how many days,Numeric,,,,,,,,,,,
6e96f709-dc8e-4e10-a79f-e908a790d719,Becadex (multivitamin) Strength,,Misc,Becadex (multivitamin) Strength,Coded,,,,,,,,,,,
9b8e1c45-8286-4ad3-b20e-bfae7d3e212e,Becadex (multivitamin) tablet for how times per day,,Misc,Becadex (multivitamin) tablet for how times per day,Numeric,,,,,,,,,,,
5bd89916-3af1-4af7-a79e-9fc795a7c475,Becadex (multivitamin) tablet for how many days,,Misc,Becadex (multivitamin) tablet for how many days,Numeric,,,,,,,,,,,
524abcfb-d2b0-46e4-9c18-c5c380adb862,Iron (Fersifol) Strength,,Misc,Iron (Fersifol) Strength,Coded,,,,,,,,,,,
524abcfb-d2b0-46e4-9c18-c5c380adb862,Iron (Fersifol) Strength,,Misc,Iron (Fersifol) Strength,Coded,,,,,,,,,,,
524abcfb-d2b0-46e4-9c18-c5c380adb862,Iron (Fersifol) Strength,,Misc,Iron (Fersifol) Strength,Coded,,,,,,,,,,,
524abcfb-d2b0-46e4-9c18-c5c380adb862,Iron (Fersifol) Strength,,Misc,Iron (Fersifol) Strength,Coded,,,,,,,,,,,
524abcfb-d2b0-46e4-9c18-c5c380adb862,Iron (Fersifol) Strength,,Misc,Iron (Fersifol) Strength,Coded,,,,,,,,,,,
524abcfb-d2b0-46e4-9c18-c5c380adb862,Iron (Fersifol) Strength,,Misc,Iron (Fersifol) Strength,Coded,,,,,,,,,,,
524abcfb-d2b0-46e4-9c18-c5c380adb862,Iron (Fersifol) Strength,,Misc,Iron (Fersifol) Strength,Coded,,,,,,,,,,,
2e827b9e-76cb-45bd-8207-a85653d6f4af,Iron (Fersifol) tablet for how times per day,,Misc,Iron (Fersifol) tablet for how times per day,Numeric,,,,,,,,,,,
c74fd564-30b7-4b4b-a7e7-b93cb189f359,Iron (Fersifol) tablet for how many days,,Misc,Iron (Fersifol) tablet for how many days,Numeric,,,,,,,,,,,
6b3c1744-f643-499d-8581-8b0b4a4017bd,Paracetamol Strength,,Misc,Paracetamol Strength,Coded,,,,,,,,,,,
6b3c1744-f643-499d-8581-8b0b4a4017bd,Paracetamol Strength,,Misc,Paracetamol Strength,Coded,,,,,,,,,,,
6b3c1744-f643-499d-8581-8b0b4a4017bd,Paracetamol Strength,,Misc,Paracetamol Strength,Coded,,,,,,,,,,,
f91a06d7-69c5-443f-b97e-60bb981afca7,Paracetamol tablet for how times per day,,Misc,Paracetamol tablet for how times per day,Numeric,,,,,,,,,,,
4aab6b40-dfc4-4bcb-b413-36689b651a42,Paracetamol tablet for how many days,,Misc,Paracetamol tablet for how many days,Numeric,,,,,,,,,,,
feec4205-8f1e-4b8e-929f-f8c0664e34d4,Furosemide Strength,,Misc,Furosemide Strength,Coded,,,,,,,,,,,
feec4205-8f1e-4b8e-929f-f8c0664e34d4,Furosemide Strength,,Misc,Furosemide Strength,Coded,,,,,,,,,,,
feec4205-8f1e-4b8e-929f-f8c0664e34d4,Furosemide Strength,,Misc,Furosemide Strength,Coded,,,,,,,,,,,
feec4205-8f1e-4b8e-929f-f8c0664e34d4,Furosemide Strength,,Misc,Furosemide Strength,Coded,,,,,,,,,,,
feec4205-8f1e-4b8e-929f-f8c0664e34d4,Furosemide Strength,,Misc,Furosemide Strength,Coded,,,,,,,,,,,
42c7dc3a-8600-4a56-90b6-09d66ae06c8a,Furosemide tablet for how times per day,,Misc,Furosemide tablet for how times per day,Numeric,,,,,,,,,,,
8e7106bd-d9ab-48e4-8200-60707101f34f,Furosemide tablet for how many days,,Misc,Furosemide tablet for how many days,Numeric,,,,,,,,,,,
43ee5933-ba92-4a53-8d51-95423a293302,Spironolactone Strength,,Misc,Spironolactone Strength,Coded,,,,,,,,,,,
43ee5933-ba92-4a53-8d51-95423a293302,Spironolactone Strength,,Misc,Spironolactone Strength,Coded,,,,,,,,,,,
43ee5933-ba92-4a53-8d51-95423a293302,Spironolactone Strength,,Misc,Spironolactone Strength,Coded,,,,,,,,,,,
43ee5933-ba92-4a53-8d51-95423a293302,Spironolactone Strength,,Misc,Spironolactone Strength,Coded,,,,,,,,,,,
0da77abb-d8ab-4aa1-9b4d-34ec2e81d14a,Spironolactone tablet for how times per day,,Misc,Spironolactone tablet for how times per day,Numeric,,,,,,,,,,,
b3ae0b19-a4b1-4a80-aba4-510bef92fc6b,Spironolactone tablet for how many days,,Misc,Spironolactone tablet for how many days,Numeric,,,,,,,,,,,
d6e1be9d-0937-4708-869f-19c816c11d7c,Calcium Strength,,Misc,Calcium Strength,Coded,,,,,,,,,,,
d6e1be9d-0937-4708-869f-19c816c11d7c,Calcium Strength,,Misc,Calcium Strength,Coded,,,,,,,,,,,
d38544e2-77f3-4f83-ac43-db76e38593b6,Calcium tablet for how times per day,,Misc,Calcium tablet for how times per day,Numeric,,,,,,,,,,,
95ca8c1b-c012-428b-83d8-c9a210e19d57,Calcium tablet for how many days,,Misc,Calcium tablet for how many days,Numeric,,,,,,,,,,,
f89af677-d4c1-41e2-b04e-85fcb89c3d00,Nefedipin tablet for how many days?,,Misc,Nefedipin tablet for how many days?,Numeric,,,,,,,,,,,
e1fa78a9-5fea-4cda-858f-eda71d72e523,Aspirin Strength,,Misc,Aspirin Strength,Coded,,,,,,,,,,,
e1fa78a9-5fea-4cda-858f-eda71d72e523,Aspirin Strength,,Misc,Aspirin Strength,Coded,,,,,,,,,,,
e1fa78a9-5fea-4cda-858f-eda71d72e523,Aspirin Strength,,Misc,Aspirin Strength,Coded,,,,,,,,,,,
e1fa78a9-5fea-4cda-858f-eda71d72e523,Aspirin Strength,,Misc,Aspirin Strength,Coded,,,,,,,,,,,
e1fa78a9-5fea-4cda-858f-eda71d72e523,Aspirin Strength,,Misc,Aspirin Strength,Coded,,,,,,,,,,,
e1fa78a9-5fea-4cda-858f-eda71d72e523,Aspirin Strength,,Misc,Aspirin Strength,Coded,,,,,,,,,,,
e1fa78a9-5fea-4cda-858f-eda71d72e523,Aspirin Strength,,Misc,Aspirin Strength,Coded,,,,,,,,,,,
e1fa78a9-5fea-4cda-858f-eda71d72e523,Aspirin Strength,,Misc,Aspirin Strength,Coded,,,,,,,,,,,
38489a0c-288a-48e5-b11b-f37dacb2ab2a,Aspirin tablet is for how many times per day?,,Misc,Aspirin tablet is for how many times per day?,Numeric,,,,,,,,,,,
f5f9be92-48af-48e7-864b-0fba6ddebcbd,Aspirin tablet is for how may days?,,Misc,Aspirin tablet is for how may days?,Numeric,,,,,,,,,,,
a38c0c25-8525-49fe-b1aa-0550f3feaee6,Atorvastatin Strength,,Misc,Atorvastatin Strength,Coded,,,,,,,,,,,
a38c0c25-8525-49fe-b1aa-0550f3feaee6,Atorvastatin Strength,,Misc,Atorvastatin Strength,Coded,,,,,,,,,,,
a38c0c25-8525-49fe-b1aa-0550f3feaee6,Atorvastatin Strength,,Misc,Atorvastatin Strength,Coded,,,,,,,,,,,
a38c0c25-8525-49fe-b1aa-0550f3feaee6,Atorvastatin Strength,,Misc,Atorvastatin Strength,Coded,,,,,,,,,,,
a38c0c25-8525-49fe-b1aa-0550f3feaee6,Atorvastatin Strength,,Misc,Atorvastatin Strength,Coded,,,,,,,,,,,
a38c0c25-8525-49fe-b1aa-0550f3feaee6,Atorvastatin Strength,,Misc,Atorvastatin Strength,Coded,,,,,,,,,,,
a38c0c25-8525-49fe-b1aa-0550f3feaee6,Atorvastatin Strength,,Misc,Atorvastatin Strength,Coded,,,,,,,,,,,
a38c0c25-8525-49fe-b1aa-0550f3feaee6,Atorvastatin Strength,,Misc,Atorvastatin Strength,Coded,,,,,,,,,,,
dc0c8fed-5bad-43f4-af27-5c141850b169,Atorvastatin tablet is for how many times per day?,,Misc,Atorvastatin tablet is for how many times per day?,Numeric,,,,,,,,,,,
f7c32b97-8223-46ad-806e-670b5841b7bc,Atorvastatin tablet for how many days?,,Misc,Atorvastatin tablet for how many days?,Numeric,,,,,,,,,,,
88d9c947-6dfb-4a6c-97ab-fbf24a71d086,specify other medicine,,Misc,specify other medicine,Text,,,,,,,,,,,
ce040acc-8cb2-4d31-990d-ffc52d90949c,Initial counselling done,,Misc,Initial counselling done,Coded,,,,,,,,,,,
ce040acc-8cb2-4d31-990d-ffc52d90949c,Initial counselling done,,Misc,Initial counselling done,Coded,,,,,,,,,,,
7a5cbb66-f047-4a8a-b5e9-a40368e588af,Hypertension Enrolment Counselling Points,,Misc,Hypertension Enrolment Counselling Points,Coded,,,,,,,,,,,
fa031cca-7264-420a-b657-0d3d5fc58a9c,Counselling Done,,Misc,Counselling Done,Coded,,,,,,,,,,,
fa031cca-7264-420a-b657-0d3d5fc58a9c,Counselling Done,,Misc,Counselling Done,Coded,,,,,,,,,,,
2f331b4a-4a15-4b97-96ba-689c69000046,Patient requires referral,,Misc,Patient requires referral,Coded,,,,,,,,,,,
2f331b4a-4a15-4b97-96ba-689c69000046,Patient requires referral,,Misc,Patient requires referral,Coded,,,,,,,,,,,
75b9819a-0725-4c7e-94c2-5b5e72e2a2e3,Place of referral for NCD,,Misc,Place of referral for NCD,Coded,,,,,,,,,,,
75b9819a-0725-4c7e-94c2-5b5e72e2a2e3,Place of referral for NCD,,Misc,Place of referral for NCD,Coded,,,,,,,,,,,
75b9819a-0725-4c7e-94c2-5b5e72e2a2e3,Place of referral for NCD,,Misc,Place of referral for NCD,Coded,,,,,,,,,,,
75b9819a-0725-4c7e-94c2-5b5e72e2a2e3,Place of referral for NCD,,Misc,Place of referral for NCD,Coded,,,,,,,,,,,
75b9819a-0725-4c7e-94c2-5b5e72e2a2e3,Place of referral for NCD,,Misc,Place of referral for NCD,Coded,,,,,,,,,,,
75b9819a-0725-4c7e-94c2-5b5e72e2a2e3,Place of referral for NCD,,Misc,Place of referral for NCD,Coded,,,,,,,,,,,
75b9819a-0725-4c7e-94c2-5b5e72e2a2e3,Place of referral for NCD,,Misc,Place of referral for NCD,Coded,,,,,,,,,,,
75b9819a-0725-4c7e-94c2-5b5e72e2a2e3,Place of referral for NCD,,Misc,Place of referral for NCD,Coded,,,,,,,,,,,
80fccb06-a62f-43e8-92eb-358bdb600079,Place of referral,,Misc,Place of referral,Coded,,,,,,,,,,,
80fccb06-a62f-43e8-92eb-358bdb600079,Place of referral,,Misc,Place of referral,Coded,,,,,,,,,,,
